tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
121+12433,2ND AVE,NORTHBOUND,I-40,TN,DAVIDSON,37210,36.15108,-86.7682,36.15132,-86.76836,0.018829,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+12430,DEMONBREUN ST,EASTBOUND,US-70/1ST AVE S,TN,DAVIDSON,37201,36.15989,-86.7739,36.16007,-86.77346,0.027511,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10896,TN-278,EASTBOUND,US-78/TN-4/LAMAR AVE/EH CRUMP BLVD,TN,SHELBY,38104,35.13202,-90.02605,35.13156,-90.02602,0.031822,4.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10898,N HOLLYWOOD ST,NORTHBOUND,SAM COOPER BLVD,TN,SHELBY,38112,35.14749,-89.97762,35.14762,-89.97754,0.010053,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10897,N HOLLYWOOD ST,NORTHBOUND,US-72/TN-57/POPLAR AVE,TN,SHELBY,38112,35.13902,-89.9789,35.13945,-89.97884,0.029897,2.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10892,TN-278,EASTBOUND,TN-14/S 2ND ST,TN,SHELBY,38103,35.1382,-90.05444,35.1379,-90.05385,0.039247,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10891,WARFORD ST,NORTHBOUND,ALLEN RD,TN,SHELBY,38128,35.20367,-89.95621,35.20424,-89.95562,0.051695,4.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10894,TN-278,EASTBOUND,S DANNY THOMAS BLVD,TN,SHELBY,38126,35.13691,-90.04635,35.13689,-90.04623,0.006918,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10878,TN-176,NORTHBOUND,PARK AVE,TN,SHELBY,38111,35.10707,-89.93068,35.10751,-89.93066,0.030416,18.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10879,NEW ALLEN RD,NORTHBOUND,RICKEY ST,TN,SHELBY,38128,35.2063,-89.95435,35.20654,-89.95421,0.018366,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10873,TN-176,NORTHBOUND,KNIGHT ARNOLD RD,TN,SHELBY,38118,35.06281,-89.93178,35.06771,-89.93223,0.345663,11.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10875,TN-176,NORTHBOUND,I-240,TN,SHELBY,38111,35.07796,-89.9314,35.0818,-89.93128,0.265393,14.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10870,TN-176,NORTHBOUND,E RAINES RD,TN,SHELBY,38118,35.03648,-89.93654,35.03677,-89.93655,0.020041,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10872,TN-176,NORTHBOUND,LAMAR AVE,TN,SHELBY,38118,35.05553,-89.93331,35.05868,-89.9315,0.240493,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10871,TN-176,NORTHBOUND,WINCHESTER RD,TN,SHELBY,38118,35.04959,-89.93346,35.05424,-89.93383,0.325564,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04416,US-70,WESTBOUND,HILLWOOD BLVD,TN,DAVIDSON,37209,36.14445,-86.87272,36.13908,-86.88053,0.575869,154.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04417,US-70,WESTBOUND,AMERICAN RD,TN,DAVIDSON,37209,36.15016,-86.85793,36.14445,-86.87272,0.943357,153.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04418,US-70,WESTBOUND,WHITE BRIDGE PIKE/ROBERTSON AVE,TN,DAVIDSON,37209,36.15197,-86.84858,36.15016,-86.85793,0.539948,152.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04419,US-70,WESTBOUND,51ST AVE,TN,DAVIDSON,37209,36.1522,-86.84222,36.15197,-86.84858,0.355134,151.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04412,US-70,WESTBOUND,OLD HICKORY BLVD,TN,DAVIDSON,37209,36.1295,-86.90331,36.11672,-86.92323,1.454026,159.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04413,US-70,WESTBOUND,DAVIDSON DR,TN,DAVIDSON,37209,36.13037,-86.89994,36.1295,-86.90331,0.198264,158.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04414,US-70,WESTBOUND,I-40 (NASHVILLE),TN,DAVIDSON,37209,36.13581,-86.88516,36.13196,-86.89561,0.641598,156.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04415,US-70,WESTBOUND,BROOK HOLLOW RD,TN,DAVIDSON,37209,36.13908,-86.88053,36.13581,-86.88516,0.344724,155.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04410,US-70,WESTBOUND,MCCRORY LN,TN,DAVIDSON,37221,36.0917,-86.98098,36.09338,-87.02307,2.584711,162.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04411,US-70,WESTBOUND,US-70/TN-1,TN,DAVIDSON,37221,36.11672,-86.92323,36.0918,-86.9798,3.678062,160.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10889,WARFORD ST,NORTHBOUND,I-40,TN,SHELBY,38128,35.18766,-89.95668,35.19346,-89.95631,0.401894,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10884,TN-179,NORTHBOUND,US-64-BR/TN-15/TN-179/W MAIN S,TN,HARDEMAN,38075,35.32624,-89.1509,35.32632,-89.15097,0.00679,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10887,WARFORD ST,NORTHBOUND,TN-14/JACKSON AVE,TN,SHELBY,38108,35.16009,-89.9627,35.16089,-89.96264,0.05541,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10886,TN-179,NORTHBOUND,TN-76,TN,HAYWOOD,38069,35.47548,-89.2717,35.47551,-89.27223,0.029888,2.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113P10881,NEW ALLEN RD,NORTHBOUND,NEW FRAYSER RALEIGH RD,TN,SHELBY,38128,35.22242,-89.9562,35.22364,-89.9559,0.086072,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04405,TN-71,SOUTHBOUND,RIVERSIDE DR,TN,KNOX,37915,35.96493,-83.90258,35.96444,-83.89792,0.281284,3.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04406,TN-158,SOUTHBOUND,CUMBERLAND AVE/HILL AVE,TN,KNOX,37915,35.97126,-83.91649,35.96767,-83.91658,0.248684,3.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04407,TN-158,SOUTHBOUND,SUMMIT HILL DR,TN,KNOX,37917,35.9725,-83.91679,35.97126,-83.91649,0.087318,2.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04403,TN-71,SOUTHBOUND,SEVIERVILLE PIKE,TN,KNOX,37920,35.95577,-83.89572,35.94572,-83.89712,0.747271,6.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04404,TN-71,SOUTHBOUND,ANITA DR/COTTRELL ST,TN,KNOX,37915,35.96444,-83.89792,35.96077,-83.89775,0.261946,4.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13702,12TH AVE S,NORTHBOUND,US-70/US-431/BROADWAY,TN,DAVIDSON,37203,36.15627,-86.78727,36.15659,-86.78747,0.024761,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13704,20TH AVE,NORTHBOUND,US-431/BROADWAY,TN,DAVIDSON,37203,36.14963,-86.798,36.14985,-86.79817,0.017913,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13709,21ST AVE,SOUTHBOUND,US-70/CHARLOTTE AVE,TN,DAVIDSON,37203,36.15666,-86.80581,36.1565,-86.80569,0.012921,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13707,20TH AVE,NORTHBOUND,US-70/CHARLOTTE AVE,TN,DAVIDSON,37203,36.15675,-86.80333,36.15714,-86.80359,0.030596,2.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09200,TN-12,EASTBOUND,FAIRGROUNDS RD,TN,CHEATHAM,37015,36.26459,-87.05881,36.25953,-87.04476,0.882389,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09201,TN-12,EASTBOUND,CALDWELL RD,TN,CHEATHAM,37015,36.25953,-87.04476,36.22406,-87.00648,3.307085,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+11527,US-11,NORTHBOUND,DODDS AVE,TN,HAMILTON,37407,35.01796,-85.27971,35.01567,-85.27357,0.381911,7.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09206,US-41A,EASTBOUND,TN-236/TINY TOWN RD,TN,MONTGOMERY,37042,36.64046,-87.43623,36.62952,-87.43417,0.774267,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09207,US-41A,EASTBOUND,TN-374/101ST AIRBORNE DIVISION PKWY,TN,MONTGOMERY,37042,36.62952,-87.43417,36.586,-87.41271,3.277743,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+11526,US-11,NORTHBOUND,S KELLEY ST,TN,HAMILTON,37404,35.02227,-85.29176,35.01796,-85.27971,0.744065,6.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+11525,US-11,NORTHBOUND,S HOLTZCLAW AVE,TN,HAMILTON,37408,35.02457,-85.29803,35.02227,-85.29176,0.388855,5.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09208,US-41A,EASTBOUND,US-79/TN-76/DOVER RD,TN,MONTGOMERY,37042,36.58307,-87.41136,36.55401,-87.3955,2.200851,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+11524,US-11,NORTHBOUND,ROSSVILLE BLVD,TN,HAMILTON,37408,35.02959,-85.30514,35.02457,-85.29803,0.606603,4.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09209,US-41A,EASTBOUND,US-79/TN-13/N RIVERSIDE DR/KRAFT ST,TN,MONTGOMERY,37042,36.55156,-87.39381,36.5405,-87.36545,1.81207,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09202,TN-12,EASTBOUND,OLD HICKORY BLVD,TN,DAVIDSON,37218,36.2085,-86.95351,36.21149,-86.92145,1.958509,12.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+11523,US-11,NORTHBOUND,WASHINGTON ST,TN,HAMILTON,37408,35.03136,-85.30864,35.03019,-85.30553,0.193643,2.0,America/New_York,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09203,TN-12,EASTBOUND,TN-155/BRILEY PKWY,TN,DAVIDSON,37218,36.21151,-86.92033,36.21018,-86.87469,2.579129,14.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09204,TN-12,EASTBOUND,US-41 ALT/TN-112/CLARKSVILLE PIKE,TN,DAVIDSON,37218,36.20949,-86.87003,36.19763,-86.83794,2.03897,16.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06084,US-64,WESTBOUND,TN-50,TN,FRANKLIN,37324,35.2887,-85.91357,35.28816,-85.91373,0.038379,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06087,US-31,SOUTHBOUND,I-24,TN,DAVIDSON,37213,36.17198,-86.7678,36.1713,-86.76939,0.101566,275.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06086,US-31,SOUTHBOUND,I-440,TN,DAVIDSON,37204,36.11858,-86.77449,36.11308,-86.77341,0.385569,281.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N06083,US-64,WESTBOUND,TN-50/WARREN CHAPEL RD,TN,FRANKLIN,37324,35.23272,-86.04572,35.22355,-86.0483,0.657357,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12410,TN-374,NORTHBOUND,US-79/WILMA RUDOLPH BLVD,TN,MONTGOMERY,37040,36.57225,-87.30053,36.57284,-87.30614,0.314073,10.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12415,TN-374,NORTHBOUND,US-79/DOVER RD,TN,MONTGOMERY,37042,36.55538,-87.46082,36.55045,-87.46106,0.342866,13.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12413,TN-374,NORTHBOUND,US-41A/FORT CAMPBELL BLVD,TN,MONTGOMERY,37042,36.58684,-87.40624,36.58192,-87.41705,0.698587,16.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12419,US-31-TRUCK,NORTHBOUND,TN-96,TN,WILLIAMSON,37064,35.92858,-86.89872,35.93006,-86.89853,0.102817,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12417,US-31-TRUCK,NORTHBOUND,US-31/COLUMBIA AVE,TN,WILLIAMSON,37064,35.90772,-86.87485,35.90783,-86.87556,0.040447,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05790,US-412,EASTBOUND,TN-69/TENNESSEE AVE,TN,DECATUR,38363,35.64062,-88.23167,35.64966,-88.12691,6.105603,277.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12400,TN-431,NORTHBOUND,US-45E-BR/ELM ST,TN,WEAKLEY,38237,36.34238,-88.85337,36.34244,-88.85393,0.031435,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13731,W EASTLAND AVE,EASTBOUND,MCFERRIN AVE,TN,DAVIDSON,37206,36.18435,-86.75447,36.18432,-86.75425,0.01244,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05791,US-412,EASTBOUND,MCKENZIE RD/MOUSE TAIL RD,TN,DECATUR,38363,35.64966,-88.12691,35.638990004639,-88.082770008891,2.67288,278.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05792,US-64,WESTBOUND,MOUNT GILEAD RD,TN,MCNAIRY,38315,35.20633,-88.69938,35.21072,-88.7268,1.580885,29.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05793,US-64,WESTBOUND,ROSE CREEK RD,TN,MCNAIRY,38375,35.20442,-88.69218,35.20633,-88.69938,0.427313,28.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13735,ELLISTON PL,EASTBOUND,21ST AVE N,TN,DAVIDSON,37203,36.1523,-86.80304,36.15249,-86.80271,0.022607,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12403,TN-431,NORTHBOUND,TN-22 (NORTH),TN,WEAKLEY,38237,36.35754,-88.88709,36.36256,-88.89399,0.570057,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13734,ELLISTON PL,EASTBOUND,US-70S/WEST END AVE,TN,DAVIDSON,37203,36.14672,-86.80884,36.14746,-86.80849,0.056535,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13732,W EASTLAND AVE,EASTBOUND,GALLATIN AVE,TN,DAVIDSON,37206,36.18351,-86.74907,36.18337,-86.74857,0.029508,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12407,TN-374,NORTHBOUND,DUNBAR CAVE RD,TN,MONTGOMERY,37043,36.54642,-87.29096,36.54818,-87.29071,0.12237,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12406,TN-374,NORTHBOUND,MEMORIAL DR,TN,MONTGOMERY,37043,36.52081,-87.27777,36.52192,-87.2777,0.076834,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12405,TN-374,NORTHBOUND,US-41A/MADISON ST,TN,MONTGOMERY,37043,36.51018,-87.27974,36.51155,-87.27927,0.098218,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12409,TN-374,NORTHBOUND,TED A CROZIER SR BLVD,TN,MONTGOMERY,37043,36.56953,-87.28702,36.56965,-87.28711,0.009677,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05798,US-64,WESTBOUND,CONNIE SMITH RD,TN,MCNAIRY,38375,35.21374,-88.43792,35.17398,-88.54189,6.78479,21.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05799,US-45/TN-5,SOUTHBOUND,OLD US-45 (GUYS),TN,MCNAIRY,38339,35.06098,-88.53932,35.01372,-88.52098,3.431035,39.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05794,US-64,WESTBOUND,BUD LONG RD,TN,MCNAIRY,38375,35.19177,-88.64451,35.20442,-88.69218,2.831249,27.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05795,US-64,WESTBOUND,SULPHUR SPRINGS RD,TN,MCNAIRY,38375,35.18376,-88.61683,35.191769988248,-88.644509959758,1.662309,26.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05796,US-64,WESTBOUND,US-45/TN-5/TN-15,TN,MCNAIRY,38375,35.15815,-88.58049,35.18351,-88.61411,3.868599,24.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05797,US-64,WESTBOUND,US-64 BUS/US-45/TN-5/TN-15,TN,MCNAIRY,38375,35.17398,-88.54189,35.15859,-88.57939,2.376597,22.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13720,,I-65 SOUTHBOUND,,TN,DAVIDSON,37204,36.10123,-86.76649,36.10061,-86.76461,0.240915,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121P13722,SPENCE LN,NORTHBOUND,US-41/US-70S/MURFREESBORO PIKE,TN,DAVIDSON,37217,36.13569,-86.72504,36.1358,-86.72498,0.008303,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13728,CLEVELAND ST,EASTBOUND,US-31E/ELLINGTON PKWY,TN,DAVIDSON,37206,36.18518,-86.7603,36.18482,-86.75928,0.062087,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50707,FRANKLIN LIMESTONE RD,EASTBOUND,ANTIOCH PIKE,TN,DAVIDSON,37013,36.08035,-86.68573,36.08063,-86.68514,0.038308,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13727,CLEVELAND ST,EASTBOUND,US-31W/US-41/US-431/N 1ST ST,TN,DAVIDSON,37207,36.18743,-86.77336,36.18739,-86.77269,0.037457,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50705,UNA ANTIOCH PIKE,NORTHBOUND,US-41/US-70S/MURFREESBORO RD,TN,DAVIDSON,37013,36.0863,-86.64904,36.08685,-86.6486,0.045732,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13725,SPENCE LN,NORTHBOUND,US-70/LEBANON PIKE,TN,DAVIDSON,37210,36.15347,-86.7215,36.1537,-86.7215,0.015888,4.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50708,FRANKLIN LIMESTONE RD,EASTBOUND,US-41/US-70S/MURFREESBORO RD,TN,DAVIDSON,37217,36.09419,-86.65405,36.09442,-86.65334,0.0427,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13729,CLEVELAND ST,EASTBOUND,MCFERRIN AVE,TN,DAVIDSON,37206,36.18441,-86.75512,36.18435,-86.75447,0.03648,2.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50710,RICHARDS RD,EASTBOUND,ANTIOCH PIKE,TN,DAVIDSON,37013,36.06911,-86.68383,36.06919,-86.68336,0.027443,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50713,MT VIEW PKWY,EASTBOUND,HICKORY HOLLOW PKWY,TN,DAVIDSON,37013,36.0445,-86.65085,36.04476,-86.65052,0.025767,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50714,MT VIEW PKWY,EASTBOUND,MT VIEW RD/CROSSINGS BLVD,TN,DAVIDSON,37013,36.0454,-86.64783,36.04546,-86.6473,0.030047,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50711,RICHARDS RD,EASTBOUND,UNA ANTIOCH PIKE,TN,DAVIDSON,37013,36.06728,-86.66222,36.06725,-86.66165,0.031899,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13712,21ST AVE,SOUTHBOUND,US-431,TN,DAVIDSON,37203,36.14819,-86.79939,36.14816,-86.79923,0.009163,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13716,79,ARMORY DR EASTBOUND,EXIT 79,TN,DAVIDSON,37204,36.10483,-86.76706,36.101230006917,-86.76649001011,0.260132,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121P13714,79,ARMORY DR EASTBOUND,EXIT 79,TN,DAVIDSON,37204,36.0987,-86.76356,36.10186999312,-86.764010007798,0.232767,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121P13718,,I-65 NORTHBOUND,,TN,DAVIDSON,37204,36.10187,-86.76401,36.10646,-86.76788,0.39593,1.0,America/Chicago,P4.0,USA,2021-03-30 14:00:00-04:00,null
121P50703,UNA ANTIOCH PIKE,NORTHBOUND,HICKORY HOLLOW PKWY,TN,DAVIDSON,37013,36.05972,-86.67107,36.0596,-86.67043,0.036697,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50700,HICKORY HOLLOW PKWY,NORTHBOUND,UNA ANTIOCH PIKE/ANTIOCH PIKE,TN,DAVIDSON,37013,36.0594,-86.67085,36.05972,-86.67107,0.02529,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50701,TN-254,EASTBOUND,HICKORY HOLLOW PKWY,TN,DAVIDSON,37013,36.04744,-86.65594,36.04769,-86.65553,0.028709,12.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12454,MANSON PIKE,EASTBOUND,BLACKMAN RD,TN,RUTHERFORD,37129,35.87492,-86.4985,35.87476,-86.49774,0.043954,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12452,BURNT KNOB RD,EASTBOUND,BLACKMAN RD,TN,RUTHERFORD,37129,35.87517,-86.49955,35.87492,-86.4985,0.061319,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12459,FORTRESS BLVD,EASTBOUND,I-24,TN,RUTHERFORD,37129,35.86755,-86.45904,35.86746,-86.45726,0.099842,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12458,FORTRESS BLVD,EASTBOUND,MANSON PIKE,TN,RUTHERFORD,37128,35.86639,-86.46294,35.86667,-86.46243,0.034492,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12456,MANSON PIKE,EASTBOUND,FORTRESS BLVD,TN,RUTHERFORD,37129,35.86703,-86.46348,35.86639,-86.46294,0.053558,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04438,US-70,WESTBOUND,SPENCE LN,TN,DAVIDSON,37210,36.1681,-86.6908,36.1537,-86.7215,2.088177,96.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04439,US-70,WESTBOUND,TN-155/BRILEY PKWY,TN,DAVIDSON,37214,36.16937,-86.67987,36.16841,-86.68799,0.457701,94.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04434,US-70,WESTBOUND,DEMONBREUN ST,TN,DAVIDSON,37210,36.15381,-86.75612,36.16022,-86.7731,1.113536,100.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04435,US-70,WESTBOUND,FAIRFIELD AVE,TN,DAVIDSON,37210,36.15361,-86.75361,36.15381,-86.75612,0.140701,99.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04436,US-70,WESTBOUND,DECATUR ST,TN,DAVIDSON,37210,36.15434,-86.74218,36.15361,-86.75361,0.64997,98.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04437,US-70,WESTBOUND,FESSLERS LN,TN,DAVIDSON,37210,36.1537,-86.7215,36.15434,-86.74218,1.174135,97.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04430,US-70,WESTBOUND,4TH AVE,TN,DAVIDSON,37201,36.16155,-86.77596,36.16101,-86.77719,0.078089,104.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12450,BURNT KNOB RD,EASTBOUND,TN-102/ALMAVILLE RD,TN,RUTHERFORD,37167,35.88406,-86.57104,35.88401,-86.57045,0.033202,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04431,US-70,WESTBOUND,3RD AVE,TN,DAVIDSON,37201,36.1619,-86.77516,36.16155,-86.77596,0.050755,103.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04432,US-70,WESTBOUND,2ND AVE,TN,DAVIDSON,37201,36.16223,-86.77432,36.1619,-86.77516,0.052108,102.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04433,US-70,WESTBOUND,1ST AVE,TN,DAVIDSON,37201,36.16022,-86.7731,36.16223,-86.77432,0.154694,101.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12443,KOREAN VETERANS BLVD,NORTHBOUND,US-41/US-70S/8TH AVE S/LAFAYETTE ST,TN,DAVIDSON,37203,36.15452,-86.77965,36.15477,-86.77911,0.042774,1.5,America/Chicago,P1.8,USA,2021-03-30 14:00:00-04:00,null
121P12448,SHELBY AVE,EASTBOUND,KOREAN VETERANS BLVD/S 2ND ST,TN,DAVIDSON,37213,36.16481,-86.76797,36.16529,-86.76751,0.042001,1.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12447,KOREAN VETERANS BLVD,NORTHBOUND,SHELBY AVE/S 2ND ST,TN,DAVIDSON,37213,36.16446,-86.76821,36.16481,-86.76797,0.027636,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12446,KOREAN VETERANS BLVD,NORTHBOUND,GATEWAY BRIDGE/KOREAN VETERANS MEMORIAL BRIDGE,TN,DAVIDSON,37213,36.1595,-86.76999,36.16402,-86.76842,0.324588,4.0,America/Chicago,P3.2,USA,2021-03-30 14:00:00-04:00,null
121P12445,KOREAN VETERANS BLVD,NORTHBOUND,2ND AVE S,TN,DAVIDSON,37201,36.15791,-86.77262,36.15831,-86.77188,0.050627,2.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04427,US-70,WESTBOUND,US-70/US-431/BROADWAY,TN,DAVIDSON,37203,36.15659,-86.78747,36.156,-86.78884,0.086605,107.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
