tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,active_start_date,active_end_date
121-04428,US-70,WESTBOUND,12TH AVE,TN,DAVIDSON,37203,36.15888,-86.7821,36.15659,-86.78747,0.338767,106.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04429,US-70,WESTBOUND,US-41/US-70/US-31/8TH AVE,TN,DAVIDSON,37203,36.16101,-86.77719,36.15888,-86.7821,0.31088,105.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04423,US-70,WESTBOUND,21ST AVE,TN,DAVIDSON,37203,36.15714,-86.80359,36.15666,-86.80581,0.128197,147.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04424,US-70,WESTBOUND,20TH AVE,TN,DAVIDSON,37203,36.15793,-86.80032,36.15714,-86.80359,0.190673,146.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04425,US-70,WESTBOUND,DR DB TODD JR BLVD,TN,DAVIDSON,37203,36.16076,-86.79363,36.15807,-86.79996,0.399029,144.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04426,US-70,WESTBOUND,I-40/EXIT 209,TN,DAVIDSON,37203,36.158,-86.79026,36.15885,-86.79099,0.071471,142.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04420,US-70,WESTBOUND,46TH AVE,TN,DAVIDSON,37209,36.15246,-86.83484,36.1522,-86.84222,0.412104,150.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04421,US-70,WESTBOUND,40TH AVE,TN,DAVIDSON,37209,36.15394,-86.81818,36.15246,-86.83484,0.939668,149.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04422,US-70,WESTBOUND,28TH AVE,TN,DAVIDSON,37203,36.15666,-86.80581,36.15394,-86.81818,0.71515,148.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12433,2ND AVE,NORTHBOUND,I-40,TN,DAVIDSON,37210,36.15132,-86.76836,36.1518,-86.76865,0.036977,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P11101,368,I-75 SOUTHBOUND,EXIT 368,TN,LOUDON,37772,35.87051,-84.26261,35.865140018626,-84.258630001518,0.460123,1.0,America/New_York,P4.0,USA,2021-03-30 14:00:00-04:00,null
121-05780,US-412,EASTBOUND,TN-88/OLD JACKSON RD,TN,CROCKETT,38006,35.72465,-89.06361,35.71525,-89.05499,0.810002,246.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12432,2ND AVE,NORTHBOUND,US-41/US-70S/LAFAYETTE ST,TN,DAVIDSON,37210,36.15067,-86.76791,36.15108,-86.7682,0.032621,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05781,US-412,EASTBOUND,BELLS HWY,TN,MADISON,38305,35.66767,-88.90473,35.66695,-88.89059,0.795147,249.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12430,DEMONBREUN ST,EASTBOUND,US-70/1ST AVE S,TN,DAVIDSON,37201,36.16007,-86.77346,36.16022,-86.7731,0.022594,5.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05782,US-412,EASTBOUND,I-40/HOLLYWOOD DR/EXIT 79,TN,MADISON,38305,35.66192,-88.87961,35.65729,-88.87635,0.383124,252.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P11103,I-40,I-40 WESTBOUND,EXIT 84B,TN,LOUDON,37772,35.866,-84.25725,35.86986,-84.25882,0.354726,1.0,America/New_York,P4.0,USA,2021-03-30 14:00:00-04:00,null
121P12434,2ND AVE,NORTHBOUND,KOREAN VETERANS BLVD,TN,DAVIDSON,37201,36.15791,-86.77262,36.15803,-86.7727,0.009414,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12439,4TH AVE,NORTHBOUND,KOREAN VETERANS BLVD,TN,DAVIDSON,37201,36.15707,-86.77461,36.15719,-86.77468,0.009163,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05787,US-412,EASTBOUND,TN-104 (LEXINGTON),TN,HENDERSON,38351,35.69289,-88.53422,35.65971,-88.42085,6.779378,271.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05788,US-412,EASTBOUND,TN-22/BROAD ST,TN,HENDERSON,38351,35.65971,-88.42085,35.6508,-88.3935,1.682296,272.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05789,US-412,EASTBOUND,ROY PRUITT RD,TN,HENDERSON,38351,35.64948,-88.39202,35.639580001987,-88.362800011924,1.866706,274.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05783,US-412,EASTBOUND,US-45 BYP/EXIT 80,TN,MADISON,38305,35.65809,-88.87092,35.66262,-88.85728,0.827141,258.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05784,US-412,EASTBOUND,US-45/TN-5/N HIGHLAND AVE/EXIT 82,TN,MADISON,38305,35.66458,-88.85124,35.670039993963,-88.833060033203,1.088939,260.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05785,US-412,EASTBOUND,CAMPBELL ST/EXIT 83,TN,MADISON,38305,35.67123,-88.82619,35.673349997207,-88.813660016319,0.71827,262.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05786,US-412,EASTBOUND,US-70/US-412 BUS/TN-20/TN-1,TN,MADISON,38305,35.68016,-88.74353,35.67626,-88.74692,0.329856,268.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12421,OLD HICKORY BLVD,NORTHBOUND,TN-100,TN,DAVIDSON,37221,36.06077,-86.91606,36.06103,-86.91614,0.018508,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04440,US-70,WESTBOUND,MCGAVOCK PIKE,TN,DAVIDSON,37214,36.16765,-86.66327,36.16937,-86.67987,0.950308,93.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12426,DEMONBREUN ST,EASTBOUND,I-40/I-65,TN,DAVIDSON,37203,36.15359,-86.7884,36.15404,-86.78756,0.05623,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12424,TN-251,NORTHBOUND,US-70/CHARLOTTE PIKE,TN,DAVIDSON,37209,36.11613,-86.92318,36.11672,-86.92323,0.040853,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12423,TN-251,NORTHBOUND,I-40,TN,DAVIDSON,37209,36.11015,-86.92255,36.11227,-86.92276,0.146927,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
113N15667,AIRWAYS BLVD,SOUTHBOUND,E HOLMES,TN,SHELBY,38116,35.00646,-89.98988,35.00576,-89.98989,0.048359,8.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04445,US-70,WESTBOUND,ANDREW JACKSON PKWY,TN,DAVIDSON,37076,36.21537,-86.58857,36.21515,-86.59769,0.511626,86.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05776,US-412,EASTBOUND,TN-188,TN,CROCKETT,38001,35.83716,-89.1864,35.81973,-89.16808,1.582005,238.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04446,US-70,WESTBOUND,TULIP GROVE RD,TN,WILSON,37138,36.22243,-86.54944,36.21537,-86.58857,2.25146,85.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05777,US-412,EASTBOUND,TN-54/TN-88,TN,CROCKETT,38001,35.81901,-89.16736,35.803410013483,-89.16026000095,1.199919,240.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05778,US-412,EASTBOUND,TN-88,TN,CROCKETT,38001,35.79154,-89.15684,35.74392,-89.09445,4.935028,242.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05779,US-412,EASTBOUND,US-79/US-70 ALT/TN-76,TN,CROCKETT,38006,35.74338,-89.09304,35.72768,-89.06679,1.844621,244.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04441,US-70,WESTBOUND,TN-255/DONELSON PIKE,TN,DAVIDSON,37214,36.16837,-86.6569,36.16765,-86.66327,0.379237,92.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05772,US-412,EASTBOUND,US-51/TN-3/ST JOHN AVE,TN,DYER,38024,36.07011,-89.34592,36.06574,-89.34343,0.332366,228.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05773,US-412,EASTBOUND,TN-104 (DYERSBURG),TN,DYER,38024,36.06084,-89.3406,36.030110048258,-89.340319997381,2.220631,230.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04442,US-70,WESTBOUND,STEWARTS FERRY PIKE,TN,DAVIDSON,37214,36.18657,-86.63211,36.16837,-86.6569,1.938594,91.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05774,US-412,EASTBOUND,OLD TN-20/TN-210,TN,DYER,38024,36.0205,-89.34088,35.96814,-89.33345,3.7676,232.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04443,US-70,WESTBOUND,TN-265/CENTRAL PIKE,TN,DAVIDSON,37076,36.19746,-86.62077,36.18698,-86.63125,0.946393,89.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-05775,US-412,EASTBOUND,TN-20/TN-189,TN,DYER,38024,35.96232,-89.32818,35.882,-89.22694,7.951794,234.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121-04444,US-70,WESTBOUND,TN-45/OLD HICKORY BLVD,TN,DAVIDSON,37076,36.21515,-86.59769,36.19915,-86.61968,1.757982,87.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09190,US-41-ALT,NORTHBOUND,TN-156/DEEPWOOD RD/JUMP OFF RD,TN,GRUNDY,37356,35.23956,-85.84938,35.21329,-85.89244,3.08246,8.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09192,TN-48,NORTHBOUND,N MOUNT SINAI RD,TN,DICKSON,37055,35.98995,-87.48857,36.03136,-87.43212,4.891293,13.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12376,US-641,NORTHBOUND,MAIN ST,TN,WAYNE,38425,35.37509,-87.9844,35.37514,-87.98474,0.01946,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12375,US-641,NORTHBOUND,CLIFTON TPKE,TN,WAYNE,38425,35.35148,-87.97268,35.3516,-87.97266,0.008366,2.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P11045,US-70,EASTBOUND,TN-56/GAINESBORO HWY,TN,PUTNAM,38544,36.17114,-85.62835,36.17124,-85.62726,0.061175,317.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12379,US-641,NORTHBOUND,TN-69/TN-14,TN,DECATUR,38311,35.43772,-88.06017,35.43798,-88.06043,0.023167,6.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P11049,US-70,EASTBOUND,TN-136/S JEFFERSON AVE,TN,PUTNAM,38501,36.16196,-85.5003,36.1619,-85.49931,0.055369,322.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09198,TN-12,EASTBOUND,TN-49/TN-249/CUMBERLAND ST/FREY ST,TN,CHEATHAM,37015,36.30244,-87.08287,36.27442,-87.0642,2.485211,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09199,TN-12,EASTBOUND,MCQUARRY ST,TN,CHEATHAM,37015,36.27405,-87.06389,36.26459,-87.05881,0.756851,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50649,SLOAN RD,NORTHBOUND,WESTLAWN DR,TN,DAVIDSON,37209,36.13913,-86.8406,36.13946,-86.84027,0.029558,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09194,TN-12,EASTBOUND,MCADOO CREEK RD,TN,MONTGOMERY,37043,36.50035,-87.28995,36.47662,-87.24626,3.080893,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08657,US-70S,EASTBOUND,SMITH SPRINGS RD,TN,DAVIDSON,37217,36.09653,-86.65617,36.0962,-86.65566,0.03647,53.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09195,TN-12,EASTBOUND,OLD CLARKSVILLE PIKE,TN,MONTGOMERY,37043,36.47662,-87.24626,36.43593,-87.21646,3.513587,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09196,TN-12,EASTBOUND,ISSAC CLIFTON RD,TN,CHEATHAM,37015,36.43593,-87.21646,36.35699,-87.17566,6.17405,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09197,TN-12,EASTBOUND,LOCKERTSVILLE RD,TN,CHEATHAM,37015,36.35699,-87.17566,36.30244,-87.08287,7.309403,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50654,BOWLING AVE,NORTHBOUND,TN-155/WOODMONT BLVD,TN,DAVIDSON,37215,36.11553,-86.82661,36.1158,-86.82661,0.018652,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08654,US-70S,EASTBOUND,I-65/I-40,TN,DAVIDSON,37203,36.15564,-86.78972,36.156,-86.78884,0.055044,33.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50652,WESTLAWN DR,NORTHBOUND,MURPHY RD,TN,DAVIDSON,37209,36.14095,-86.84098,36.14117,-86.84114,0.026771,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50658,31ST AVE,NORTHBOUND,NATCHEZ TRCE,TN,DAVIDSON,37212,36.13867,-86.81084,36.1387,-86.81107,0.012998,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50656,BOWLING AVE,NORTHBOUND,US-70S/WEST END AVE,TN,DAVIDSON,37205,36.13427,-86.8252,36.13464,-86.82511,0.026052,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12370,US-64,EASTBOUND,US-64/US-45 (WEST),TN,MCNAIRY,38375,35.18348,-88.61624,35.18206,-88.61318,0.198734,1.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12374,US-641,NORTHBOUND,US-64,TN,WAYNE,38485,35.30883,-87.94714,35.30952,-87.94727,0.048225,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50651,WESTLAWN DR,NORTHBOUND,SLOAN RD,TN,DAVIDSON,37209,36.13946,-86.84027,36.13983,-86.84027,0.025838,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P11040,US-70,EASTBOUND,TN-53/GRANVILLE HWY,TN,SMITH,38552,36.20283,-85.82596,36.20298,-85.82574,0.016066,312.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12372,US-64-BR,EASTBOUND,US-64/US-45 (EAST),TN,MCNAIRY,38375,35.1588,-88.58029,35.15813,-88.57984,0.052859,1.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13698,12TH AVE S,NORTHBOUND,CEDAR LN,TN,DAVIDSON,37204,36.11971,-86.79085,36.11985,-86.79081,0.009925,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12366,TN-840,EASTBOUND,US-31/COLUMBIA PIKE,TN,WILLIAMSON,37064,35.8224,-86.89528,35.8211,-86.87906,0.91296,1.002,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13696,GRANNY WHITE PIKE,NORTHBOUND,CEDAR LN,TN,DAVIDSON,37204,36.11932,-86.79095,36.11971,-86.79085,0.027513,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12365,TN-441,EASTBOUND,TN-252/WILSON PIKE,TN,WILLIAMSON,37027,35.97019,-86.77481,35.97045,-86.77377,0.060863,2.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12364,TN-441,EASTBOUND,I-65,TN,WILLIAMSON,37027,35.96654,-86.80995,35.96591,-86.80554,0.251441,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50639,46TH AVE N,NORTHBOUND,I-40/ALABAMA AVE/DELAWARE AVE,TN,DAVIDSON,37209,36.1533,-86.84228,36.15447,-86.84233,0.080879,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50643,MURPHY RD,EASTBOUND,US-70S/WEST END AVE,TN,DAVIDSON,37203,36.13944,-86.81993,36.13935,-86.81912,0.045614,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08642,US-70S,EASTBOUND,TN-840,TN,RUTHERFORD,37129,35.90939,-86.45461,35.89784,-86.44481,0.968159,74.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08643,US-70S,EASTBOUND,SAWYER BROWN RD,TN,DAVIDSON,37221,36.07702,-86.94563,36.07675,-86.94475,0.052555,11.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50641,MURPHY RD,EASTBOUND,46TH AVE N/WESTLAWN DR,TN,DAVIDSON,37209,36.14112,-86.84119,36.14104,-86.84091,0.029613,1.0,America/Chicago,P1.8,USA,2021-03-30 14:00:00-04:00,null
121N08641,US-70S,EASTBOUND,US-231/TN-96/OLD FORT PKWY,TN,RUTHERFORD,37130,35.85026,-86.39959,35.84939,-86.39894,0.070368,79.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50642,MURPHY RD,EASTBOUND,I-440,TN,DAVIDSON,37203,36.13983,-86.82394,36.13959,-86.82127,0.149892,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50648,SLOAN RD,NORTHBOUND,CHEROKEE RD,TN,DAVIDSON,37209,36.13661,-86.84185,36.13673,-86.8419,0.008746,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50645,CHEROKEE RD,NORTHBOUND,US-70S/WEST END AVE,TN,DAVIDSON,37205,36.1303,-86.83779,36.13079,-86.83813,0.038804,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50646,CHEROKEE RD,NORTHBOUND,SLOAN RD,TN,DAVIDSON,37205,36.13648,-86.8418,36.13661,-86.84185,0.009404,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13690,POWELL AVE,NORTHBOUND,TN-155/THOMPSON LN,TN,DAVIDSON,37204,36.11211,-86.76709,36.11235,-86.76704,0.016812,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12363,TN-441,EASTBOUND,US-31/TN-6/FRANKLIN RD,TN,WILLIAMSON,37027,35.97331,-86.83307,35.97315,-86.83212,0.054885,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13693,BRANSFORD AVE,NORTHBOUND,WEDGEWOOD AVE,TN,DAVIDSON,37204,36.13286,-86.76886,36.13328,-86.76882,0.029099,1.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12362,TN-252,NORTHBOUND,US-31/TN-6/FRANKLIN RD,TN,WILLIAMSON,37027,36.0332,-86.78759,36.03338,-86.7887,0.063328,5.5,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13692,BRANSFORD AVE,NORTHBOUND,TN-155/THOMPSON LN,TN,DAVIDSON,37204,36.11235,-86.76704,36.11265,-86.76699,0.020911,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13687,POWELL AVE,NORTHBOUND,SIDCO DR,TN,DAVIDSON,37204,36.09431,-86.75821,36.09464,-86.75837,0.024483,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12356,MCEWEN DR,EASTBOUND,COOL SPRINGS BLVD,TN,WILLIAMSON,37067,35.93194,-86.79444,35.93196,-86.79399,0.03226,3.501,America/Chicago,P1.8,USA,2021-03-30 14:00:00-04:00,null
121P12355,MCEWEN DR,EASTBOUND,I-65,TN,WILLIAMSON,37067,35.93446,-86.82073,35.93379,-86.81787,0.166587,3.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09170,TN-6,NORTHBOUND,TN-155/BRILEY PKWY/EXIT 14,TN,DAVIDSON,37216,36.23743,-86.73417,36.2358,-86.72697,0.422923,2.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12354,MCEWEN DR,EASTBOUND,COOL SPRINGS BLVD (WEST),TN,WILLIAMSON,37067,35.9407,-86.83159,35.94004,-86.83115,0.051811,3.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13685,SIDCO DR,NORTHBOUND,TN-155/THOMPSON LN,TN,DAVIDSON,37204,36.11077,-86.75529,36.11117,-86.75524,0.027773,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09171,TN-6,NORTHBOUND,NEELYS BEND RD,TN,DAVIDSON,37115,36.23664,-86.72439,36.25617,-86.71439,1.481033,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12353,CLOVERCROFT RD,EASTBOUND,TN-252/WILSON PIKE,TN,WILLIAMSON,37067,35.92176,-86.76731,35.9218,-86.76672,0.033121,8.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12357,TN-252,NORTHBOUND,TN-96/MURFREESBORO RD,TN,WILLIAMSON,37014,35.86795,-86.70963,35.86825,-86.70975,0.021795,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13688,POWELL AVE,NORTHBOUND,ARMORY DR,TN,DAVIDSON,37204,36.1007,-86.76123,36.10494,-86.76336,0.317265,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09176,TN-6,NORTHBOUND,SAUNDERSVILLE RD,TN,SUMNER,37075,36.30802,-86.60527,36.32695,-86.56194,2.744362,11.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09177,TN-6,NORTHBOUND,TN-109 BYP,TN,SUMNER,37066,36.33006,-86.55377,36.37757,-86.46992,5.760429,12.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09178,TN-6,NORTHBOUND,TN-25/TN-174/MAIN ST/RED RIVER RD,TN,SUMNER,37066,36.37932,-86.46637,36.38719,-86.45226,0.960967,14.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08638,US-70S,EASTBOUND,TN-171/OLD HICKORY BLVD/HOBSON PIKE,TN,DAVIDSON,37013,36.04343,-86.60704,36.04222,-86.60599,0.102123,63.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09179,TN-6,NORTHBOUND,ALBERT GALLATIN AVE,TN,SUMNER,37066,36.38719,-86.45226,36.40272,-86.43111,1.602214,15.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09172,TN-6,NORTHBOUND,MYATT DR/RIVERGATE PKWY,TN,DAVIDSON,37115,36.25617,-86.71439,36.2961,-86.6999,2.903525,5.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08635,US-70S,EASTBOUND,TN-254/BELL RD,TN,DAVIDSON,37217,36.07222,-86.63651,36.07192,-86.63622,0.0263,59.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09173,TN-6,NORTHBOUND,TN-386/VIETNAM VETERANS BLVD,TN,DAVIDSON,37115,36.30274,-86.69183,36.30881,-86.66126,1.844294,7.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09174,TN-6,NORTHBOUND,TN-258/NEW SHACKLE ISLAND RD,TN,SUMNER,37075,36.30729,-86.65572,36.30257,-86.63558,1.193724,9.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08633,US-70S,EASTBOUND,NASHBORO BLVD/UNA ANTIOCH PIKE,TN,DAVIDSON,37217,36.08685,-86.6486,36.0864,-86.64834,0.034308,56.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121+09175,TN-6,NORTHBOUND,SANDERS FERRY RD,TN,SUMNER,37075,36.30257,-86.63558,36.30535,-86.61639,1.09503,10.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50676,BLAKEMORE AVE,EASTBOUND,US-431/21ST AVE S,TN,DAVIDSON,37212,36.13764,-86.80102,36.13761,-86.80076,0.014685,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08631,US-70S,EASTBOUND,TN-255/DONELSON PIKE,TN,DAVIDSON,37217,36.10649,-86.67368,36.10594,-86.67237,0.082403,51.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121N08630,US-70S,EASTBOUND,TN-155/BRILEY PKWY,TN,DAVIDSON,37217,36.11929,-86.7016,36.11752,-86.69928,0.178136,49.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50675,BLAKEMORE AVE,EASTBOUND,NATCHEZ TRCE,TN,DAVIDSON,37212,36.13867,-86.81084,36.13864,-86.81059,0.0141,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50678,TN-253,EASTBOUND,US-31/FRANKLIN RD,TN,WILLIAMSON,37027,35.9992,-86.80923,35.99905,-86.80866,0.033499,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50679,TN-253,EASTBOUND,I-65,TN,WILLIAMSON,37027,35.99786,-86.79921,35.99731,-86.79441,0.270967,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13683,SIDCO DR,NORTHBOUND,POWELL AVE,TN,DAVIDSON,37204,36.09366,-86.75907,36.09456,-86.75786,0.091882,3.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12351,CLOVERCROFT RD,EASTBOUND,TN-96/MURFREESBORO RD,TN,WILLIAMSON,37067,35.91027,-86.81271,35.91073,-86.81265,0.031954,8.001,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P50673,WOODLAWN DR,EASTBOUND,US-431/21ST AVE S,TN,DAVIDSON,37212,36.12539,-86.806,36.12535,-86.80554,0.025815,6.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P13682,SIDCO DR,NORTHBOUND,I-65/TN-255/HARDING PL,TN,DAVIDSON,37204,36.08213,-86.76165,36.08268,-86.76157,0.038577,1.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
121P12350,OXFORD GLEN DR,NORTHBOUND,E MCEWEN DR,TN,WILLIAMSON,37067,35.93189,-86.79404,35.93222,-86.79425,0.033632,21.001,America/Chicago,P1.8,USA,2021-03-30 14:00:00-04:00,null
121P13680,ARMORY DR,EASTBOUND,SIDCO DR,TN,DAVIDSON,37204,36.10219,-86.75658,36.10217,-86.75625,0.01847,4.0,America/Chicago,P1.11,USA,2021-03-30 14:00:00-04:00,null
